Temps,Temps Lisible,Latitude,Longitude,Vitesse,AccelerationX,AccelerationY,AccelerationZ,WiFi SSID,Signal WiFi,Upload Total KB,Download Total KB,Upload Vitesse KB/s,Download Vitesse KB/s,Upload Vitesse Moyenne KB/s,Download Vitesse Moyenne KB/s,Antenne 4G
1743088463160,2025-03-27 16:14:23,49.24216612,4.05951692,4.356000137329102,-0.39661035,4.2421756,10.40818,Non connecté,-100,523002,8502582,0,0,0,0,"Antenne: eNbID=402129, CellID=102945087, TAC=5101, Signal=-102 dBm"
1743088466169,2025-03-27 16:14:26,49.24216699,4.05953287,5.364000034332276,0.317049,4.322335,4.388138,Non connecté,-100,523003,8502583,0,0,0,0,"Antenne: eNbID=402129, CellID=102945087, TAC=5101, Signal=-102 dBm"
1743088469183,2025-03-27 16:14:29,49.24217204,4.0595564,3.635999965667725,-0.7040881,5.542076,11.005488,Non connecté,-100,523004,8502584,0,0,0,0,"Antenne: eNbID=402129, CellID=102945087, TAC=5101, Signal=-102 dBm"
1743088472227,2025-03-27 16:14:32,49.24218213,4.05956451,3.3839999914169314,-0.21684955,3.9619162,7.9337025,Non connecté,-100,523005,8502584,0,0,0,0,"Antenne: eNbID=402129, CellID=102945087, TAC=5101, Signal=-102 dBm"
1743088475240,2025-03-27 16:14:35,49.2422096,4.05955502,3.528000068664551,1.643271,3.3358939,9.894621,Non connecté,-100,523005,8502585,0,0,0,0,"Antenne: eNbID=402129, CellID=102945087, TAC=5101, Signal=-102 dBm"
1743088478253,2025-03-27 16:14:38,49.24226403,4.05956899,3.2760000944137575,-1.4353945,11.389537,1.4338989,Non connecté,-100,523006,8502586,0,0,0,0,"Antenne: eNbID=402129, CellID=102945087, TAC=5101, Signal=-102 dBm"
1743088481285,2025-03-27 16:14:41,49.24228988,4.05956167,3.7439998626708983,0.6963114,10.592427,1.2915261,Non connecté,-100,523007,8502587,0,0,0,0,"Antenne: eNbID=402129, CellID=102945087, TAC=5101, Signal=-102 dBm"
1743088484298,2025-03-27 16:14:44,49.24232153,4.05955938,3.9600000858306887,0.58624154,9.682557,-3.3149567,Non connecté,-100,523008,8502587,0,0,0,0,"Antenne: eNbID=402129, CellID=102945087, TAC=5101, Signal=-102 dBm"
1743088487322,2025-03-27 16:14:47,49.24235943,4.05956391,3.779999828338623,0.016450657,12.72204,0.12532409,Non connecté,-100,523009,8502588,0,0,0,0,"Antenne: eNbID=402129, CellID=102945087, TAC=5101, Signal=-102 dBm"
1743088490366,2025-03-27 16:14:50,49.24239536,4.0595663,3.815999794006348,-1.5876378,12.961322,-0.5820541,Non connecté,-100,523009,8502589,0,0,0,0,"Antenne: eNbID=402129, CellID=102945087, TAC=5101, Signal=-102 dBm"
1743088493381,2025-03-27 16:14:53,49.24241465,4.05957048,3.815999794006348,3.6640096,6.612266,0.8234301,Non connecté,-100,523010,8502589,0,0,0,0,"Antenne: eNbID=402129, CellID=102945087, TAC=5101, Signal=-102 dBm"
1743088496393,2025-03-27 16:14:56,49.24246501,4.05956454,3.924000120162964,4.0013976,14.320147,2.292025,Non connecté,-100,523011,8502590,0,0,0,0,"Antenne: eNbID=402129, CellID=102945087, TAC=5101, Signal=-102 dBm"
1743088499422,2025-03-27 16:14:59,49.24250533,4.0595728,4.139999914169311,0.93589276,10.303793,-4.4760737,Non connecté,-100,523012,8502591,0,0,0,0,"Antenne: eNbID=402129, CellID=102945087, TAC=5101, Signal=-102 dBm"
1743088502434,2025-03-27 16:15:02,49.24254011,4.05958063,4.1039999485015874,3.7274194,9.48156,1.4650056,Non connecté,-100,523012,8502592,0,0,0,0,"Antenne: eNbID=402129, CellID=102945087, TAC=5101, Signal=-102 dBm"
1743088505450,2025-03-27 16:15:05,49.24255936,4.05959067,4.175999879837036,-1.5517455,13.787444,-0.7423732,Non connecté,-100,523013,8502592,0,0,0,0,"Antenne: eNbID=402129, CellID=102945087, TAC=5101, Signal=-102 dBm"
1743088508470,2025-03-27 16:15:08,49.24260675,4.0595986,4.067999982833863,1.3390833,5.259424,-2.547459,Non connecté,-100,523014,8502593,0,0,0,0,"Antenne: eNbID=402129, CellID=102945087, TAC=5101, Signal=-102 dBm"
1743088511498,2025-03-27 16:15:11,49.24262829,4.05957692,4.032000017166138,0.3912265,12.745968,-3.8739798,Non connecté,-100,523015,8502594,0,0,0,0,"Antenne: eNbID=402129, CellID=102945087, TAC=5101, Signal=-102 dBm"
1743088514522,2025-03-27 16:15:14,49.2426653,4.05956498,4.067999982833863,2.0240288,7.071987,-1.3707882,Non connecté,-100,523016,8502595,0,0,0,0,"Antenne: eNbID=402129, CellID=102945087, TAC=5101, Signal=-102 dBm"
1743088517577,2025-03-27 16:15:17,49.24270408,4.05952578,4.1039999485015874,-0.37986058,15.242879,0.5910272,Non connecté,-100,523016,8502595,0,0,0,0,"Antenne: eNbID=402129, CellID=102945087, TAC=5101, Signal=-102 dBm"
1743088520595,2025-03-27 16:15:20,49.24271606,4.05949588,4.175999879837036,-2.2698913,14.220545,-1.3277174,Non connecté,-100,523018,8502597,0,0,0,0,"Antenne: eNbID=402129, CellID=102945087, TAC=5101, Signal=-102 dBm"
1743088523617,2025-03-27 16:15:23,49.24273747,4.05944859,4.320000171661377,-0.48753762,6.6361947,-1.855634,Non connecté,-100,523019,8502598,0,0,0,0,"Antenne: eNbID=402129, CellID=102945087, TAC=5101, Signal=-102 dBm"
1743088526632,2025-03-27 16:15:26,49.24275293,4.05941621,4.57199993133545,2.4969103,10.785049,3.152843,Non connecté,-100,523020,8502598,0,0,0,0,"Antenne: eNbID=402129, CellID=102945087, TAC=5101, Signal=-102 dBm"
1743088529652,2025-03-27 16:15:29,49.24276895,4.05935513,4.428000068664551,-1.5230316,11.35484,-4.2867417,Non connecté,-100,523021,8502599,0,0,0,0,"Antenne: eNbID=402129, CellID=102945087, TAC=5101, Signal=-102 dBm"
1743088532712,2025-03-27 16:15:32,49.24279902,4.05926039,4.535999965667725,-1.1422737,8.930911,-3.074179,Non connecté,-100,523022,8502600,0,0,0,0,"Antenne: eNbID=402129, CellID=102945087, TAC=5101, Signal=-102 dBm"
1743088535729,2025-03-27 16:15:35,49.24281408,4.05921,4.824000120162964,-2.2184458,6.3367925,2.6715865,Non connecté,-100,523022,8502601,0,0,0,0,"Antenne: eNbID=402129, CellID=102945087, TAC=5101, Signal=-102 dBm"
1743088538770,2025-03-27 16:15:38,49.24282524,4.05916646,5.4,-0.2108675,2.9982069,7.429714,Non connecté,-100,523023,8502601,0,0,0,0,"Antenne: eNbID=402129, CellID=102945087, TAC=5101, Signal=-102 dBm"
1743088541798,2025-03-27 16:15:41,49.24282524,4.05916646,5.4,-0.63948184,4.883751,9.549755,Non connecté,-100,523024,8502602,0,0,0,0,"Antenne: eNbID=402129, CellID=102945087, TAC=5101, Signal=-102 dBm"
1743088544845,2025-03-27 16:15:44,49.24282524,4.05916646,5.4,-0.63948184,4.883751,9.549755,Non connecté,-100,523053,8502717,9,37,0,1,"Antenne: eNbID=402129, CellID=102945087, TAC=5101, Signal=-102 dBm"
1743088547876,2025-03-27 16:15:47,49.24282524,4.05916646,5.4,-0.63948184,4.883751,9.549755,Non connecté,-100,523061,8502728,2,3,0,1,"Antenne: eNbID=402129, CellID=102945087, TAC=5101, Signal=-102 dBm"
1743088550899,2025-03-27 16:15:50,49.24282524,4.05916646,5.4,-0.63948184,4.883751,9.549755,Non connecté,-100,523062,8502728,0,0,0,1,"Antenne: eNbID=402129, CellID=102945087, TAC=5101, Signal=-102 dBm"
1743088553926,2025-03-27 16:15:53,49.24282524,4.05916646,5.4,0.017647067,5.174479,10.459626,Non connecté,-100,523063,8502729,0,0,0,1,"Antenne: eNbID=402129, CellID=102945087, TAC=5101, Signal=-102 dBm"
1743088556959,2025-03-27 16:15:56,49.24283608,4.05880743,0.0,0.87607217,1.643271,8.185248,Non connecté,-100,523063,8502730,0,0,0,1,"Antenne: eNbID=402129, CellID=102945087, TAC=5101, Signal=-102 dBm"
1743088559971,2025-03-27 16:15:59,49.24287707,4.05872843,5.688000154495239,-0.651446,5.3674,11.907882,Non connecté,-100,523064,8502730,0,0,0,1,"Antenne: eNbID=402129, CellID=102945087, TAC=5101, Signal=-102 dBm"
1743088563004,2025-03-27 16:16:03,49.24287707,4.05872843,5.688000154495239,-0.651446,5.3674,11.907882,Non connecté,-100,523066,8502732,0,0,0,1,"Antenne: eNbID=402129, CellID=102945087, TAC=5101, Signal=-102 dBm"
1743088566042,2025-03-27 16:16:06,49.24287707,4.05872843,5.688000154495239,-0.651446,5.3674,11.907882,Non connecté,-100,523067,8502732,0,0,0,1,"Antenne: eNbID=402129, CellID=102945087, TAC=5101, Signal=-102 dBm"
1743088569079,2025-03-27 16:16:09,49.24287707,4.05872843,5.688000154495239,-0.651446,5.3674,11.907882,Non connecté,-100,523068,8502733,0,0,0,1,"Antenne: eNbID=402129, CellID=102945087, TAC=5101, Signal=-102 dBm"
1743088572116,2025-03-27 16:16:12,49.24287707,4.05872843,5.688000154495239,-0.651446,5.3674,11.907882,Non connecté,-100,523069,8502734,0,0,0,1,"Antenne: eNbID=402129, CellID=102945087, TAC=5101, Signal=-102 dBm"
1743088575137,2025-03-27 16:16:15,49.2428751,4.05845688,3.779999828338623,1.474577,3.679563,9.718748,Non connecté,-100,523069,8502734,0,0,0,1,"Antenne: eNbID=402129, CellID=102945087, TAC=5101, Signal=-102 dBm"
1743088578170,2025-03-27 16:16:18,49.24290206,4.0584225,5.292000102996826,-0.8033902,1.0806586,9.32124,Non connecté,-100,523070,8502735,0,0,0,1,"Antenne: eNbID=402129, CellID=102945087, TAC=5101, Signal=-102 dBm"
1743088581181,2025-03-27 16:16:21,49.24292614,4.05837907,5.471999931335449,-0.054137614,2.9563324,7.368697,Non connecté,-100,523071,8502736,0,0,0,1,"Antenne: eNbID=402129, CellID=102945087, TAC=5101, Signal=-102 dBm"
1743088584195,2025-03-27 16:16:24,49.24297919,4.05831889,5.111999845504761,-1.5936198,2.1460629,10.70848,Non connecté,-100,523072,8502737,0,0,0,0,"Antenne: eNbID=402129, CellID=102945087, TAC=5101, Signal=-102 dBm"
1743088587206,2025-03-27 16:16:27,49.24300509,4.05830488,5.292000102996826,0.8258229,5.6497536,10.011869,Non connecté,-100,523073,8502738,0,0,0,0,"Antenne: eNbID=402129, CellID=102945087, TAC=5101, Signal=-102 dBm"
1743088590238,2025-03-27 16:16:30,49.24304623,4.05827816,4.967999982833862,-0.39421752,2.0455642,7.3902326,Non connecté,-100,523074,8502738,0,0,0,0,"Antenne: eNbID=402129, CellID=102945087, TAC=5101, Signal=-102 dBm"
1743088593249,2025-03-27 16:16:33,49.24306705,4.05825519,5.003999948501587,-0.4444668,1.933999,5.811568,Non connecté,-100,523074,8502739,0,0,0,0,"Antenne: eNbID=402129, CellID=102945087, TAC=5101, Signal=-102 dBm"
1743088596264,2025-03-27 16:16:36,49.24309668,4.05822161,4.932000017166138,-0.2335993,2.4296124,7.0612197,Non connecté,-100,523075,8502740,0,0,0,0,"Antenne: eNbID=402129, CellID=102945087, TAC=5101, Signal=-102 dBm"
1743088599278,2025-03-27 16:16:39,49.24312066,4.05817869,5.292000102996826,0.3589234,5.308477,12.13191,Non connecté,-100,523076,8502741,0,0,0,0,"Antenne: eNbID=402129, CellID=102945087, TAC=5101, Signal=-102 dBm"
1743088602297,2025-03-27 16:16:42,49.24315719,4.05810087,5.147999811172485,-1.5002998,2.6811578,6.17767,Non connecté,-100,523077,8502742,0,0,0,0,"Antenne: eNbID=402129, CellID=102945087, TAC=5101, Signal=-102 dBm"
1743088605309,2025-03-27 16:16:45,49.24317632,4.05806523,4.932000017166138,-1.3791631,2.3279173,8.449655,Non connecté,-100,523086,8502759,3,5,0,0,"Antenne: eNbID=402129, CellID=102945087, TAC=5101, Signal=-102 dBm"
1743088608336,2025-03-27 16:16:48,49.24320799,4.05799318,5.003999948501587,-2.0545373,6.0376897,8.081161,Non connecté,-100,523092,8502773,1,4,0,1,"Antenne: eNbID=402129, CellID=102945087, TAC=5101, Signal=-102 dBm"
1743088611347,2025-03-27 16:16:51,49.24323854,4.05793931,5.507999897003174,0.18993029,5.985048,11.544173,Non connecté,-100,523093,8502774,0,0,0,0,"Antenne: eNbID=402129, CellID=102945087, TAC=5101, Signal=-102 dBm"
1743088614370,2025-03-27 16:16:54,49.24327644,4.05789214,5.579999828338623,-1.0776675,2.8199415,5.69761,Non connecté,-100,523094,8502775,0,0,0,0,"Antenne: eNbID=402129, CellID=102945087, TAC=5101, Signal=-102 dBm"
1743088617389,2025-03-27 16:16:57,49.24329936,4.05785947,5.579999828338623,0.7393822,2.4738796,7.8523464,Non connecté,-100,523095,8502776,0,0,0,0,"Antenne: eNbID=402129, CellID=102945087, TAC=5101, Signal=-102 dBm"
1743088620422,2025-03-27 16:17:00,49.24333263,4.05783554,5.435999965667725,1.0615159,3.3945181,8.600702,Non connecté,-100,523096,8502776,0,0,0,0,"Antenne: eNbID=402129, CellID=102945087, TAC=5101, Signal=-102 dBm"
1743088623443,2025-03-27 16:17:03,49.24335421,4.05781359,5.364000034332276,1.2194422,4.165306,13.427025,Non connecté,-100,523100,8502786,1,3,0,0,"Antenne: eNbID=402129, CellID=102945087, TAC=5101, Signal=-102 dBm"
1743088626465,2025-03-27 16:17:06,49.24340192,4.0577362,5.471999931335449,-0.9723833,4.9519463,12.019447,Non connecté,-100,523101,8502786,0,0,0,0,"Antenne: eNbID=402129, CellID=102945087, TAC=5101, Signal=-102 dBm"
1743088629506,2025-03-27 16:17:09,49.24342542,4.05770463,5.543999862670899,-1.1530414,2.9946175,4.4922256,Non connecté,-100,523102,8502787,0,0,0,0,"Antenne: eNbID=402129, CellID=102945087, TAC=5101, Signal=-102 dBm"
1743088632530,2025-03-27 16:17:12,49.24345886,4.05767211,5.328000068664551,-0.60837513,2.0599213,7.999505,Non connecté,-100,523103,8502788,0,0,0,0,"Antenne: eNbID=402129, CellID=102945087, TAC=5101, Signal=-102 dBm"
1743088635564,2025-03-27 16:17:15,49.24347714,4.05763889,4.932000017166138,2.7326035,3.4447672,10.9349,Non connecté,-100,523103,8502789,0,0,0,0,"Antenne: eNbID=402129, CellID=102945087, TAC=5101, Signal=-102 dBm"
1743088638589,2025-03-27 16:17:18,49.24350606,4.05755879,5.471999931335449,-1.666601,3.2796626,11.985948,Non connecté,-100,523104,8502789,0,0,0,0,"Antenne: eNbID=402129, CellID=102945087, TAC=5101, Signal=-102 dBm"
1743088641632,2025-03-27 16:17:21,49.24352289,4.05753073,5.4,-0.4660022,5.4176497,10.056136,Non connecté,-100,523105,8502790,0,0,0,0,"Antenne: eNbID=402129, CellID=102945087, TAC=5101, Signal=-102 dBm"
1743088644648,2025-03-27 16:17:24,49.24354537,4.05749244,5.220000171661377,-1.6713866,1.9737796,5.485845,Non connecté,-100,523106,8502791,0,0,0,0,"Antenne: eNbID=402129, CellID=102945087, TAC=5101, Signal=-102 dBm"
1743088647668,2025-03-27 16:17:27,49.24355482,4.05746324,5.147999811172485,-0.5389833,2.548356,8.772985,Non connecté,-100,523107,8502792,0,0,0,0,"Antenne: eNbID=402129, CellID=102945087, TAC=5101, Signal=-102 dBm"
1743088650704,2025-03-27 16:17:30,49.24359587,4.05739076,5.111999845504761,-0.9173484,7.3052874,9.036196,Non connecté,-100,523108,8502792,0,0,0,0,"Antenne: eNbID=402129, CellID=102945087, TAC=5101, Signal=-102 dBm"
1743088653723,2025-03-27 16:17:33,49.24362276,4.05734432,5.039999914169312,-0.5353941,4.67408,9.309277,Non connecté,-100,523109,8502793,0,0,0,0,"Antenne: eNbID=402129, CellID=102945087, TAC=5101, Signal=-102 dBm"
1743088656767,2025-03-27 16:17:36,49.24364136,4.05730096,5.0759998798370365,-1.070489,2.0240288,8.462815,Non connecté,-100,523110,8502794,0,0,0,0,"Antenne: eNbID=402129, CellID=102945087, TAC=5101, Signal=-102 dBm"
1743088659786,2025-03-27 16:17:39,49.243654,4.05726952,4.824000120162964,-1.2930216,3.671188,6.8671017,Non connecté,-100,523111,8502795,0,0,0,0,"Antenne: eNbID=402129, CellID=102945087, TAC=5101, Signal=-102 dBm"
1743088662808,2025-03-27 16:17:42,49.24367028,4.0572421,5.003999948501587,0.25603202,2.0336,11.580065,Non connecté,-100,523111,8502795,0,0,0,0,"Antenne: eNbID=402129, CellID=102945087, TAC=5101, Signal=-102 dBm"
1743088665847,2025-03-27 16:17:45,49.24367028,4.0572421,5.003999948501587,0.25603202,2.0336,11.580065,Non connecté,-100,523189,8503333,25,176,0,3,"Antenne: eNbID=402129, CellID=102945087, TAC=5101, Signal=-102 dBm"
1743088668863,2025-03-27 16:17:48,49.24367028,4.0572421,5.003999948501587,0.25603202,2.0336,11.580065,Non connecté,-100,523247,8503660,18,108,0,4,"Antenne: eNbID=402129, CellID=102945087, TAC=5101, Signal=-102 dBm"
1743088671896,2025-03-27 16:17:51,49.24367028,4.0572421,5.003999948501587,0.25603202,2.0336,11.580065,Non connecté,-100,523283,8504120,11,151,1,6,"Antenne: eNbID=402129, CellID=102945087, TAC=5101, Signal=-102 dBm"
1743088674917,2025-03-27 16:17:54,49.24367028,4.0572421,5.003999948501587,0.25603202,2.0336,11.580065,Non connecté,-100,523374,8507062,30,973,1,20,"Antenne: eNbID=402129, CellID=102945087, TAC=5101, Signal=-102 dBm"
1743088677945,2025-03-27 16:17:57,49.24367028,4.0572421,5.003999948501587,0.25603202,2.0336,11.580065,Non connecté,-100,523451,8508862,25,594,1,28,"Antenne: eNbID=402129, CellID=102945087, TAC=5101, Signal=-102 dBm"
1743088680970,2025-03-27 16:18:00,49.24367028,4.0572421,5.003999948501587,0.25603202,2.0336,11.580065,Non connecté,-100,523606,8509143,50,92,2,29,"Antenne: eNbID=402129, CellID=102945087, TAC=5101, Signal=-102 dBm"
1743088683995,2025-03-27 16:18:03,49.24367028,4.0572421,5.003999948501587,0.25603202,2.0336,11.580065,Non connecté,-100,524013,8510112,134,320,4,33,"Antenne: eNbID=402129, CellID=102945087, TAC=5101, Signal=-102 dBm"
1743088687017,2025-03-27 16:18:07,49.24367028,4.0572421,5.003999948501587,0.25603202,2.0336,11.580065,Non connecté,-100,524234,8510452,72,112,5,34,"Antenne: eNbID=402129, CellID=102945087, TAC=5101, Signal=-102 dBm"
1743088690036,2025-03-27 16:18:10,49.24367028,4.0572421,5.003999948501587,0.25603202,2.0336,11.580065,Non connecté,-100,524245,8510465,3,4,5,33,"Antenne: eNbID=402129, CellID=102945087, TAC=5101, Signal=-102 dBm"
1743088693059,2025-03-27 16:18:13,49.24367028,4.0572421,5.003999948501587,0.25603202,2.0336,11.580065,Non connecté,-100,524255,8510471,3,2,5,33,"Antenne: eNbID=402129, CellID=102945087, TAC=5101, Signal=-102 dBm"
1743088696131,2025-03-27 16:18:16,49.24367028,4.0572421,5.003999948501587,-1.0872388,5.573183,10.338788,Non connecté,-100,524273,8510536,5,20,5,33,"Antenne: eNbID=402129, CellID=102945085, TAC=5101, Signal=-86 dBm"
1743088699140,2025-03-27 16:18:19,49.24392749,4.05667194,3.3480000257492066,-1.8999012,4.074379,6.969096,Non connecté,-100,524284,8510553,3,5,5,33,"Antenne: eNbID=402129, CellID=102945085, TAC=5101, Signal=-86 dBm"
1743088702153,2025-03-27 16:18:22,49.24395098,4.05666933,4.5,-0.56769717,5.3997035,11.824133,Non connecté,-100,524471,8519185,62,2868,5,68,"Antenne: eNbID=402129, CellID=102945085, TAC=5101, Signal=-86 dBm"
1743088705185,2025-03-27 16:18:25,49.24399648,4.0566074,4.932000017166138,-0.9843474,4.512564,10.265807,Non connecté,-100,524571,8537090,33,5897,6,140,"Antenne: eNbID=402129, CellID=102945085, TAC=5101, Signal=-86 dBm"
1743088708209,2025-03-27 16:18:28,49.24401677,4.05659668,4.3920001029968265,0.18155542,2.3494527,7.493423,Non connecté,-100,524635,8551041,20,4630,6,195,"Antenne: eNbID=402129, CellID=102945085, TAC=5101, Signal=-86 dBm"
1743088711231,2025-03-27 16:18:31,49.24406552,4.05657796,4.715999794006348,1.7485552,4.3127637,10.59482,Non connecté,-100,524750,8561074,38,3317,6,232,"Antenne: eNbID=402129, CellID=102945085, TAC=5101, Signal=-86 dBm"
1743088714245,2025-03-27 16:18:34,49.24409384,4.05653333,4.860000085830689,-0.6801598,6.0783677,13.666607,Non connecté,-100,524800,8563063,16,658,6,237,"Antenne: eNbID=402129, CellID=102945085, TAC=5101, Signal=-86 dBm"
1743088717276,2025-03-27 16:18:37,49.2441114,4.05649869,5.435999965667725,-0.49830532,3.3897324,6.8192453,Non connecté,-100,524803,8563065,1,0,6,235,"Antenne: eNbID=402129, CellID=102945085, TAC=5101, Signal=-86 dBm"
1743088720295,2025-03-27 16:18:40,49.24413385,4.05642962,5.1840002059936525,-0.35114673,2.8498518,9.011071,Non connecté,-100,524805,8563070,0,1,6,232,"Antenne: eNbID=402129, CellID=102945085, TAC=5101, Signal=-86 dBm"
1743088723313,2025-03-27 16:18:43,49.2441513,4.05639787,5.543999862670899,1.0902299,3.0819557,8.187641,Non connecté,-100,524807,8563073,0,1,6,229,"Antenne: eNbID=402129, CellID=102945085, TAC=5101, Signal=-86 dBm"
1743088726357,2025-03-27 16:18:46,49.24419173,4.05635572,5.147999811172485,0.4989035,1.0531411,14.463716,Non connecté,-100,524808,8563074,0,0,6,227,"Antenne: eNbID=402129, CellID=102945085, TAC=5101, Signal=-86 dBm"
1743088729378,2025-03-27 16:18:49,49.24421556,4.05633957,5.0759998798370365,0.6771688,5.272585,11.693725,Non connecté,-100,524809,8563075,0,0,6,224,"Antenne: eNbID=402129, CellID=102945085, TAC=5101, Signal=-86 dBm"
1743088732419,2025-03-27 16:18:52,49.24425277,4.05628585,5.111999845504761,-0.44207397,4.0516467,10.703694,Non connecté,-100,524810,8563076,0,0,6,222,"Antenne: eNbID=402129, CellID=102945085, TAC=5101, Signal=-86 dBm"
1743088735432,2025-03-27 16:18:55,49.24426618,4.05625374,5.003999948501587,-1.2200404,2.9443684,6.5979095,Non connecté,-100,524811,8563078,0,0,6,219,"Antenne: eNbID=402129, CellID=102945085, TAC=5101, Signal=-86 dBm"
1743088738453,2025-03-27 16:18:58,49.24430355,4.05618333,5.111999845504761,-1.599602,3.5871403,5.7744794,Non connecté,-100,524812,8563079,0,0,6,217,"Antenne: eNbID=402129, CellID=102945085, TAC=5101, Signal=-86 dBm"
1743088741486,2025-03-27 16:19:01,49.24431861,4.0561504,5.111999845504761,-0.10677971,7.871489,9.126225,Non connecté,-100,524814,8563081,0,0,6,214,"Antenne: eNbID=402129, CellID=102945085, TAC=5101, Signal=-86 dBm"
1743088744505,2025-03-27 16:19:04,49.24434874,4.05607385,5.1840002059936525,-1.8161523,4.6142592,10.954043,Non connecté,-100,524816,8563084,0,1,6,212,"Antenne: eNbID=402129, CellID=102945085, TAC=5101, Signal=-86 dBm"
1743088747527,2025-03-27 16:19:07,49.24436806,4.05604714,5.1840002059936525,-1.084846,3.199503,8.75145,Non connecté,-100,524819,8563085,0,0,5,210,"Antenne: eNbID=402129, CellID=102945085, TAC=5101, Signal=-86 dBm"
1743088750555,2025-03-27 16:19:10,49.24439548,4.05598526,5.147999811172485,-0.47198427,2.8606195,6.1274204,Non connecté,-100,524821,8563086,0,0,5,208,"Antenne: eNbID=402129, CellID=102945085, TAC=5101, Signal=-86 dBm"
1743088753574,2025-03-27 16:19:13,49.24441352,4.0559589,4.967999982833862,0.14925231,2.4762723,7.1509504,Non connecté,-100,524822,8563088,0,0,5,206,"Antenne: eNbID=402129, CellID=102945085, TAC=5101, Signal=-86 dBm"
1743088756616,2025-03-27 16:19:16,49.24443979,4.05589148,5.003999948501587,1.6707884,3.3251262,12.604792,Non connecté,-100,524824,8563095,0,2,5,203,"Antenne: eNbID=402129, CellID=102945085, TAC=5101, Signal=-86 dBm"
1743088759638,2025-03-27 16:19:19,49.24445345,4.05586004,5.039999914169312,0.37567315,6.9065833,10.889437,Non connecté,-100,524825,8563095,0,0,5,201,"Antenne: eNbID=402129, CellID=102945085, TAC=5101, Signal=-86 dBm"
1743088762686,2025-03-27 16:19:22,49.24449,4.05579536,5.0759998798370365,0.10378868,6.0436716,8.68804,Non connecté,-100,524826,8563097,0,0,5,199,"Antenne: eNbID=402129, CellID=102945085, TAC=5101, Signal=-86 dBm"
1743088765705,2025-03-27 16:19:25,49.24450731,4.0557636,5.0759998798370365,0.7477571,5.479863,4.855037,Non connecté,-100,524827,8563098,0,0,5,197,"Antenne: eNbID=402129, CellID=102945085, TAC=5101, Signal=-86 dBm"
1743088768755,2025-03-27 16:19:28,49.24453663,4.05569525,4.788000154495239,-2.2435703,3.7441692,7.79133,Non connecté,-100,524828,8563099,0,0,5,195,"Antenne: eNbID=402129, CellID=102945085, TAC=5101, Signal=-86 dBm"
1743088771779,2025-03-27 16:19:31,49.2445473,4.0556533,5.111999845504761,-0.01585245,6.230312,9.269794,Non connecté,-100,524829,8563100,0,0,5,194,"Antenne: eNbID=402129, CellID=102945085, TAC=5101, Signal=-86 dBm"
1743088774819,2025-03-27 16:19:34,49.24457721,4.05558665,4.967999982833862,-1.4967105,5.0416775,9.8682995,Non connecté,-100,524829,8563101,0,0,5,192,"Antenne: eNbID=402129, CellID=102945085, TAC=5101, Signal=-86 dBm"
1743088777837,2025-03-27 16:19:37,49.24458954,4.05555899,4.932000017166138,-0.90538424,2.626123,6.062814,Non connecté,-100,524830,8563102,0,0,5,190,"Antenne: eNbID=402129, CellID=102945085, TAC=5101, Signal=-86 dBm"
1743088780886,2025-03-27 16:19:40,49.24462102,4.05549862,4.860000085830689,1.4841483,3.2186456,12.239587,Non connecté,-100,524831,8563102,0,0,5,188,"Antenne: eNbID=402129, CellID=102945085, TAC=5101, Signal=-86 dBm"
1743088783904,2025-03-27 16:19:43,49.24463707,4.05547236,5.039999914169312,0.11455639,6.637391,10.13151,Non connecté,-100,524832,8563104,0,0,5,186,"Antenne: eNbID=402129, CellID=102945085, TAC=5101, Signal=-86 dBm"
1743088786954,2025-03-27 16:19:46,49.24466843,4.05541205,4.932000017166138,-0.45762733,4.127021,7.493423,Non connecté,-100,524837,8563113,1,3,5,185,"Antenne: eNbID=402129, CellID=102945085, TAC=5101, Signal=-86 dBm"
1743088789986,2025-03-27 16:19:49,49.24466843,4.05541205,4.932000017166138,-0.57607204,1.4650056,8.567203,Non connecté,-100,524845,8563120,2,2,5,183,"Antenne: eNbID=402129, CellID=102945085, TAC=5101, Signal=-86 dBm"
1743088793047,2025-03-27 16:19:53,49.24473204,4.0554215,3.996000051498413,-0.846461,4.0624146,11.425728,Non connecté,-100,524847,8563161,0,13,5,181,"Antenne: eNbID=402129, CellID=102945085, TAC=5101, Signal=-86 dBm"
1743088796066,2025-03-27 16:19:56,49.24475321,4.05531347,4.607999897003174,0.22462623,3.667599,5.8127646,Non connecté,-100,524848,8563162,0,0,5,180,"Antenne: eNbID=402129, CellID=102945085, TAC=5101, Signal=-86 dBm"
1743088799087,2025-03-27 16:19:59,49.24476324,4.05528203,4.535999965667725,-0.056530435,1.7892331,11.977572,Non connecté,-100,524850,8563164,0,0,5,178,"Antenne: eNbID=402129, CellID=102945085, TAC=5101, Signal=-86 dBm"
1743088802101,2025-03-27 16:20:02,49.24479627,4.05521352,4.788000154495239,-0.9556335,4.7279186,11.092827,Non connecté,-100,524851,8563165,0,0,5,177,"Antenne: eNbID=402129, CellID=102945085, TAC=5101, Signal=-86 dBm"
1743088805121,2025-03-27 16:20:05,49.24481037,4.055178,4.607999897003174,-0.37268212,2.2944179,10.051351,Non connecté,-100,524852,8563167,0,0,4,175,"Antenne: eNbID=402129, CellID=102945085, TAC=5101, Signal=-86 dBm"
